,children,agefbrth,educ,age,evermarr,urban,electric,tv,usemeth,heduc,religion,frsthalf,agefm,scholarship,educ7
3163,2,23.0,0,28,0,0,0,0,0,0,0.0,1,,1.0,False
3164,4,19.0,0,32,0,1,1,0,1,0,0.0,1,,1.0,False
3165,9,17.0,3,38,1,0,0,0,1,0,1.0,1,17.0,0.0,False
3166,5,19.0,7,32,1,1,0,0,1,0,0.0,0,18.0,1.0,True
3167,1,20.0,8,21,0,0,0,0,0,0,0.0,0,,0.0,True
3168,2,17.0,10,25,0,0,0,0,1,0,0.0,1,,1.0,True
3169,1,17.0,0,26,0,1,0,0,1,0,1.0,1,,0.0,False
3170,4,21.0,7,39,1,0,0,0,1,7,0.0,1,34.0,0.0,True
3171,4,21.0,7,39,1,0,0,0,1,7,0.0,1,34.0,0.0,True
3172,4,18.0,7,33,1,0,0,0,1,6,0.0,1,16.0,1.0,True
3173,0,,7,24,1,1,0,0,0,0,1.0,0,16.0,1.0,True
3174,0,,7,24,1,1,0,0,0,0,1.0,0,16.0,1.0,True
3175,5,16.0,5,34,1,1,1,0,1,6,0.0,0,19.0,1.0,False
3176,3,15.0,9,34,1,1,1,1,1,19,0.0,1,28.0,1.0,True
3177,3,15.0,9,34,1,1,1,1,1,19,0.0,1,28.0,1.0,True
3178,1,18.0,10,24,0,1,1,0,1,0,0.0,0,,1.0,True
3179,1,18.0,10,24,0,1,1,0,1,0,0.0,0,,1.0,True
3180,2,22.0,12,29,1,0,1,0,1,9,0.0,1,20.0,1.0,True
3181,5,17.0,7,31,1,0,0,0,1,0,0.0,1,18.0,1.0,True
3182,5,17.0,7,31,1,0,0,0,1,0,0.0,1,18.0,1.0,True
3183,2,16.0,10,25,0,1,0,0,1,0,0.0,0,,1.0,True
3184,2,16.0,0,27,1,0,0,0,1,0,0.0,0,14.0,0.0,False
3185,1,16.0,7,25,1,1,0,0,0,0,1.0,0,16.0,1.0,True
3186,4,20.0,7,34,1,1,1,0,1,12,1.0,1,26.0,1.0,True
3187,4,20.0,7,34,1,1,1,0,1,12,1.0,1,26.0,1.0,True
3188,4,20.0,7,34,1,1,1,0,1,12,1.0,1,26.0,1.0,True
3189,0,,7,15,0,0,0,0,0,0,0.0,0,,0.0,True
3190,8,19.0,0,35,1,0,0,0,0,0,0.0,1,20.0,0.0,False
3191,4,15.0,6,28,0,1,0,0,1,0,0.0,0,,1.0,False
3192,0,,7,18,0,0,0,0,0,0,1.0,0,,0.0,True
3193,0,,1,41,1,0,0,0,0,0,0.0,1,29.0,0.0,False
3194,0,,8,16,0,0,0,0,0,0,1.0,0,,0.0,True
3195,0,,8,16,0,0,0,0,0,0,1.0,0,,0.0,True
3196,3,30.0,0,49,1,0,0,0,1,0,1.0,0,27.0,0.0,False
3197,3,21.0,10,32,1,1,0,0,1,7,1.0,1,21.0,1.0,True
3198,3,21.0,10,32,1,1,0,0,1,7,1.0,1,21.0,1.0,True
3199,3,21.0,10,32,1,1,0,0,1,7,1.0,1,21.0,0.0,True
3200,5,20.0,9,36,0,1,1,0,1,0,0.0,0,,0.0,True
3201,2,20.0,7,25,0,0,0,0,1,0,0.0,0,,0.0,True
3202,3,18.0,0,41,1,1,0,0,0,7,1.0,1,29.0,1.0,False
3203,3,18.0,0,41,1,1,0,0,0,7,1.0,1,29.0,0.0,False
3204,0,,4,15,0,0,0,0,0,0,0.0,1,,0.0,False
3205,4,17.0,5,27,1,1,0,0,1,6,0.0,0,16.0,0.0,False
3206,0,,12,22,0,0,0,0,1,0,1.0,0,,1.0,True
3207,0,,12,22,0,0,0,0,1,0,1.0,0,,0.0,True
3208,1,25.0,7,26,0,1,1,0,1,0,0.0,1,,1.0,True
3209,2,18.0,12,29,1,1,1,1,1,12,1.0,1,17.0,1.0,True
3210,2,18.0,12,29,1,1,1,1,1,12,1.0,1,17.0,0.0,True
3211,2,20.0,7,44,1,1,1,1,1,12,1.0,0,28.0,1.0,True
3212,1,29.0,0,32,1,0,0,0,0,0,0.0,1,23.0,1.0,False
3213,1,17.0,8,18,1,1,0,0,1,10,1.0,1,16.0,0.0,True
3214,2,17.0,10,26,0,1,0,0,1,0,0.0,0,,1.0,True
3215,2,17.0,10,26,0,1,0,0,1,0,0.0,0,,1.0,True
3216,2,18.0,10,27,1,0,0,0,1,10,0.0,0,21.0,1.0,True
3217,1,19.0,10,21,0,1,0,0,1,0,1.0,0,,0.0,True
3218,1,19.0,10,21,0,1,0,0,1,0,1.0,0,,0.0,True
3219,1,19.0,10,21,0,1,0,0,1,0,1.0,0,,1.0,True
3220,3,22.0,8,27,0,1,0,0,1,0,1.0,1,,0.0,True
3221,1,19.0,0,22,0,1,0,1,0,0,0.0,1,,0.0,False
3222,7,20.0,0,38,0,0,0,0,1,0,0.0,0,,0.0,False
3223,0,,2,32,1,0,0,0,0,0,1.0,1,30.0,1.0,False
3224,0,,8,18,0,0,0,0,0,0,0.0,1,,0.0,True
3225,1,18.0,10,18,0,0,0,0,1,0,0.0,1,,1.0,True
3226,2,15.0,7,26,0,1,0,0,0,0,0.0,1,,1.0,True
3227,2,19.0,7,32,0,1,0,0,1,0,0.0,0,,1.0,True
3228,1,17.0,7,23,0,1,0,0,1,0,0.0,0,,1.0,True
3229,1,24.0,10,26,0,1,0,0,1,0,0.0,0,,1.0,True
3230,1,24.0,10,26,0,1,0,0,1,0,0.0,0,,0.0,True
3231,0,,10,28,1,0,1,0,1,10,1.0,0,19.0,0.0,True
3232,0,,10,28,1,0,1,0,1,10,1.0,0,19.0,0.0,True
3233,0,,10,28,1,0,1,0,1,10,1.0,0,19.0,1.0,True
3234,0,,7,20,1,0,0,0,0,7,0.0,1,18.0,1.0,True
3235,0,,7,20,1,0,0,0,0,7,0.0,1,18.0,0.0,True
3236,0,,7,20,1,0,0,0,0,7,0.0,1,18.0,1.0,True
3237,0,,7,20,1,0,0,0,0,7,0.0,1,18.0,0.0,True
3238,0,,7,20,1,0,0,0,0,7,0.0,1,18.0,0.0,True
3239,3,18.0,0,23,0,0,0,0,0,0,1.0,0,,0.0,False
3240,0,,7,18,0,1,1,1,0,0,0.0,0,,0.0,True
3241,0,,7,18,0,1,1,1,0,0,0.0,0,,1.0,True
3242,0,,7,18,0,0,0,0,1,0,1.0,0,,0.0,True
3243,1,22.0,0,25,1,1,0,0,0,0,1.0,1,16.0,0.0,False
3244,3,17.0,0,31,0,1,0,0,1,0,0.0,1,,0.0,False
3245,3,17.0,0,31,0,1,0,0,1,0,0.0,1,,1.0,False
3246,2,18.0,10,24,0,1,0,0,1,0,1.0,0,,1.0,True
3247,4,19.0,9,27,0,1,0,0,0,0,0.0,1,,0.0,True
3248,1,20.0,12,21,0,0,0,0,1,0,1.0,1,,0.0,True
3249,1,20.0,12,21,0,0,0,0,1,0,1.0,1,,1.0,True
3250,6,19.0,4,32,1,0,0,0,0,7,0.0,1,18.0,0.0,False
3251,2,18.0,8,26,0,1,0,0,0,0,0.0,0,,1.0,True
3252,2,18.0,8,26,0,1,0,0,0,0,0.0,0,,1.0,True
3253,0,,9,22,0,1,0,0,0,0,1.0,0,,1.0,True
3254,0,,9,22,0,1,0,0,0,0,1.0,0,,1.0,True
3255,2,18.0,0,31,0,0,0,0,0,0,0.0,0,,0.0,False
3256,1,17.0,12,21,0,0,0,0,1,0,0.0,0,,1.0,True
3257,4,18.0,6,39,1,1,1,0,0,10,0.0,0,18.0,1.0,False
3258,6,17.0,0,29,1,0,0,0,1,7,0.0,1,25.0,0.0,False
3259,6,17.0,0,29,1,0,0,0,1,7,0.0,1,25.0,0.0,False
3260,0,,7,26,1,1,1,0,0,9,1.0,0,22.0,0.0,True
3261,3,26.0,0,40,1,0,0,0,0,0,0.0,1,26.0,0.0,False
3262,2,22.0,8,25,0,0,0,0,0,0,1.0,1,,1.0,True
3263,2,22.0,8,25,0,0,0,0,0,0,1.0,1,,1.0,True
3264,0,,0,16,0,0,0,0,0,0,0.0,1,,0.0,False
3265,4,27.0,4,46,1,0,0,0,0,0,0.0,0,35.0,0.0,False
3266,0,,7,19,0,0,0,0,1,0,0.0,1,,1.0,True
3267,5,23.0,0,41,1,0,0,0,0,0,0.0,1,22.0,0.0,False
3268,5,17.0,5,30,1,1,0,0,1,2,0.0,1,19.0,1.0,False
3269,0,,17,23,0,0,1,0,1,0,1.0,0,,0.0,True
3270,6,18.0,4,45,1,0,0,0,0,0,1.0,0,28.0,1.0,False
3271,0,,10,17,0,0,0,0,0,0,1.0,1,,0.0,True
3272,6,18.0,0,34,1,1,0,0,0,0,1.0,0,16.0,0.0,False
3273,6,18.0,0,34,1,1,0,0,0,0,1.0,0,16.0,0.0,False
3274,6,18.0,0,34,1,1,0,0,0,0,1.0,0,16.0,0.0,False
3275,7,16.0,0,36,1,0,0,0,1,0,0.0,1,18.0,1.0,False
3276,8,19.0,3,40,1,0,0,0,1,7,1.0,1,18.0,0.0,False
3277,6,21.0,1,47,1,0,0,0,0,0,1.0,0,18.0,0.0,False
3278,2,21.0,0,46,1,0,0,0,0,2,0.0,1,33.0,0.0,False
3279,7,17.0,0,41,0,0,0,0,1,0,0.0,0,,1.0,False
3280,2,25.0,0,29,0,0,0,0,1,0,0.0,1,,1.0,False
3281,1,16.0,10,17,0,1,1,0,0,0,0.0,0,,0.0,True
3282,7,30.0,0,49,1,0,0,0,1,0,1.0,1,30.0,0.0,False
3283,5,21.0,4,42,1,1,0,0,0,2,0.0,1,19.0,0.0,False
3284,1,16.0,7,18,0,0,0,0,1,0,0.0,0,,0.0,True
3285,0,,6,17,0,1,0,0,0,0,0.0,1,,1.0,False
3286,0,,12,24,0,1,1,1,1,0,1.0,1,,1.0,True
3287,2,17.0,0,21,1,0,0,0,0,0,0.0,0,16.0,0.0,False
3288,2,17.0,9,24,0,0,0,0,1,0,1.0,0,,0.0,True
3289,1,15.0,0,17,0,0,0,0,0,0,1.0,1,,0.0,False
3290,2,19.0,10,22,1,1,1,0,1,12,0.0,0,18.0,1.0,True
3291,5,17.0,10,40,1,1,0,0,1,7,1.0,0,34.0,1.0,True
3292,3,15.0,0,24,1,0,0,0,1,0,0.0,1,12.0,0.0,False
3293,3,15.0,0,24,1,0,0,0,1,0,0.0,1,12.0,0.0,False
3294,1,24.0,7,31,0,0,0,1,1,0,1.0,0,,0.0,True
3295,3,19.0,7,30,0,0,0,0,1,0,0.0,0,,0.0,True
3296,2,18.0,8,23,1,1,1,0,1,12,0.0,0,19.0,0.0,True
3297,11,17.0,0,44,1,0,0,0,0,3,0.0,1,15.0,0.0,False
3298,2,20.0,4,44,1,0,0,0,1,1,0.0,1,20.0,0.0,False
3299,2,20.0,4,44,1,0,0,0,1,1,0.0,1,20.0,1.0,False
3300,8,20.0,6,47,1,1,1,0,0,10,1.0,0,30.0,1.0,False
3301,1,20.0,9,24,1,1,0,0,0,0,1.0,1,20.0,1.0,True
3302,4,17.0,7,24,1,1,0,0,1,0,1.0,0,15.0,0.0,True
3303,2,22.0,10,30,1,1,1,1,1,10,0.0,0,20.0,1.0,True
3304,2,17.0,7,35,0,0,0,0,1,0,1.0,1,,1.0,True
3305,1,16.0,7,21,0,1,1,0,1,0,0.0,1,,1.0,True
3306,1,16.0,7,21,0,1,1,0,1,0,0.0,1,,0.0,True
3307,0,,7,16,0,1,0,0,0,0,1.0,1,,0.0,True
3308,6,21.0,7,41,1,1,0,0,1,7,0.0,1,30.0,1.0,True
3309,2,19.0,6,29,1,1,0,0,1,6,1.0,1,22.0,0.0,False
3310,2,19.0,6,29,1,1,0,0,1,6,1.0,1,22.0,1.0,False
3311,2,19.0,6,29,1,1,0,0,1,6,1.0,1,22.0,1.0,False
3312,7,18.0,9,45,1,0,0,0,1,0,0.0,1,32.0,1.0,True
3313,5,21.0,0,30,1,0,0,0,1,0,0.0,1,20.0,1.0,False
3314,6,18.0,4,41,1,0,0,0,1,0,0.0,1,21.0,1.0,False
3315,0,,9,18,0,0,0,0,1,0,0.0,1,,1.0,True
3316,0,,9,18,0,0,0,0,1,0,0.0,1,,1.0,True
3317,2,22.0,12,42,1,1,1,1,1,12,1.0,0,21.0,1.0,True
3318,3,20.0,10,33,1,1,1,1,1,10,0.0,1,19.0,0.0,True
3319,1,16.0,7,21,1,0,0,0,1,0,0.0,0,19.0,0.0,True
3320,2,27.0,7,36,0,0,0,0,1,0,1.0,1,,1.0,True
3321,1,20.0,0,23,1,1,0,0,1,7,0.0,1,21.0,0.0,False
3322,1,20.0,0,23,1,1,0,0,1,7,0.0,1,21.0,0.0,False
3323,4,16.0,7,25,1,1,0,0,1,6,0.0,1,19.0,0.0,True
3324,4,16.0,7,25,1,1,0,0,1,6,0.0,1,19.0,0.0,True
3325,4,16.0,7,25,1,1,0,0,1,6,0.0,1,19.0,1.0,True
3326,0,,7,19,0,1,0,0,1,0,0.0,1,,0.0,True
3327,0,,7,19,0,1,0,0,1,0,0.0,1,,0.0,True
3328,2,23.0,12,32,1,1,0,0,1,10,0.0,1,29.0,1.0,True
3329,1,16.0,10,17,0,0,0,0,1,0,0.0,0,,1.0,True
3330,2,19.0,0,26,1,0,0,0,1,0,0.0,1,24.0,0.0,False
3331,2,19.0,0,26,1,0,0,0,1,0,0.0,1,24.0,1.0,False
3332,0,,10,20,0,0,1,0,1,0,1.0,1,,1.0,True
3333,1,20.0,7,21,0,1,1,1,1,0,0.0,0,,1.0,True
3334,0,,12,24,0,1,0,0,1,0,1.0,0,,1.0,True
3335,9,19.0,7,48,1,1,0,0,1,7,1.0,1,29.0,0.0,True
3336,6,17.0,0,35,1,1,0,0,0,0,1.0,0,15.0,1.0,False
3337,1,20.0,10,22,0,1,0,0,0,0,0.0,0,,0.0,True
3338,0,,9,17,0,1,0,0,0,0,1.0,0,,0.0,True
3339,0,,9,17,0,1,0,0,0,0,1.0,0,,1.0,True
3340,0,,9,17,0,1,0,0,0,0,1.0,0,,1.0,True
3341,6,15.0,7,35,1,0,0,0,1,6,1.0,0,20.0,0.0,True
3342,1,21.0,7,24,0,1,0,0,1,0,0.0,0,,1.0,True
3343,4,20.0,5,35,1,1,0,0,1,3,0.0,1,27.0,0.0,False
3344,1,15.0,9,24,0,0,0,0,1,0,1.0,0,,0.0,True
3345,3,17.0,8,23,1,1,0,0,1,7,0.0,1,18.0,1.0,True
3346,3,17.0,8,23,1,1,0,0,1,7,0.0,1,18.0,1.0,True
3347,6,21.0,7,38,1,1,0,0,1,5,1.0,1,21.0,0.0,True
3348,1,21.0,10,25,1,1,1,0,0,10,0.0,0,19.0,1.0,True
3349,1,21.0,10,25,1,1,1,0,0,10,0.0,0,19.0,1.0,True
3350,5,22.0,0,42,1,1,0,0,0,0,0.0,1,23.0,1.0,False
3351,1,23.0,14,24,1,1,0,1,1,14,0.0,0,23.0,1.0,True
3352,1,23.0,14,24,1,1,0,1,1,14,0.0,0,23.0,1.0,True
3353,1,24.0,5,28,0,0,0,0,1,0,0.0,0,,0.0,False
3354,1,24.0,5,28,0,0,0,0,1,0,0.0,0,,1.0,False
3355,1,24.0,5,28,0,0,0,0,1,0,0.0,0,,0.0,False
3356,1,24.0,5,28,0,0,0,0,1,0,0.0,0,,1.0,False
3357,5,18.0,4,48,1,1,0,0,0,0,1.0,0,19.0,0.0,False
3358,0,,8,18,0,0,0,0,1,0,0.0,1,,0.0,True
3359,3,16.0,10,27,1,0,0,0,1,3,0.0,0,14.0,1.0,True
3360,3,16.0,2,30,0,0,0,0,1,0,0.0,0,,1.0,False
3361,1,18.0,8,20,0,0,0,0,1,0,1.0,1,,0.0,True
3362,1,18.0,8,20,0,0,0,0,1,0,1.0,1,,0.0,True
3363,3,22.0,7,32,1,1,0,0,1,4,0.0,1,21.0,1.0,True
3364,3,27.0,4,48,1,1,0,0,0,0,0.0,1,20.0,0.0,False
3365,2,18.0,4,20,1,0,0,0,0,0,0.0,0,14.0,1.0,False
3366,2,17.0,0,20,0,1,0,0,1,0,0.0,1,,0.0,False
3367,0,,7,18,0,1,0,0,1,0,1.0,1,,1.0,True
3368,3,16.0,8,31,1,1,1,1,1,7,1.0,1,28.0,1.0,True
3369,3,16.0,8,31,1,1,1,1,1,7,1.0,1,28.0,1.0,True
3370,1,19.0,7,23,0,1,1,1,1,0,0.0,0,,0.0,True
3371,3,18.0,0,25,1,0,0,0,0,6,1.0,1,23.0,0.0,False
3372,3,18.0,0,25,1,0,0,0,0,6,1.0,1,23.0,0.0,False
3373,3,18.0,0,25,1,0,0,0,0,6,1.0,1,23.0,0.0,False
3374,4,17.0,0,29,1,0,0,0,0,0,0.0,0,20.0,1.0,False
3375,4,17.0,0,29,1,0,0,0,0,0,0.0,0,20.0,0.0,False
3376,2,18.0,7,26,0,1,0,0,1,0,0.0,0,,1.0,True
3377,2,16.0,7,18,0,0,0,0,0,0,0.0,0,,1.0,True
3378,2,16.0,7,18,0,0,0,0,0,0,0.0,0,,1.0,True
3379,3,15.0,5,32,1,0,0,0,0,0,1.0,0,20.0,0.0,False
3380,3,15.0,5,32,1,0,0,0,0,0,1.0,0,20.0,0.0,False
3381,3,15.0,5,32,1,0,0,0,0,0,1.0,0,20.0,0.0,False
3382,0,,10,21,0,0,0,0,0,0,0.0,0,,0.0,True
3383,0,,10,21,0,0,0,0,0,0,0.0,0,,0.0,True
3384,1,12.0,0,22,1,1,0,0,0,6,0.0,0,20.0,1.0,False
3385,1,12.0,0,22,1,1,0,0,0,6,0.0,0,20.0,0.0,False
3386,1,12.0,0,22,1,1,0,0,0,6,0.0,0,20.0,1.0,False
3387,3,16.0,10,23,1,1,1,0,1,10,0.0,0,14.0,1.0,True
3388,0,,6,18,0,1,0,0,1,0,0.0,1,,0.0,False
3389,3,15.0,7,29,1,1,1,0,1,7,0.0,0,21.0,1.0,True
3390,3,15.0,7,29,1,1,1,0,1,7,0.0,0,21.0,1.0,True
3391,3,15.0,7,29,1,1,1,0,1,7,0.0,0,21.0,1.0,True
3392,3,18.0,7,29,0,1,0,0,1,0,0.0,0,,0.0,True
3393,0,,0,22,1,0,0,0,0,7,0.0,0,21.0,0.0,False
3394,1,17.0,7,19,1,1,0,0,1,7,1.0,1,17.0,0.0,True
3395,2,20.0,12,35,1,1,1,1,1,15,0.0,0,17.0,0.0,True
3396,1,20.0,7,21,0,1,0,0,0,0,0.0,0,,1.0,True
3397,1,20.0,7,21,0,1,0,0,0,0,0.0,0,,1.0,True
3398,1,20.0,7,21,0,1,0,0,0,0,0.0,0,,1.0,True
3399,4,17.0,0,27,1,0,0,0,1,0,0.0,1,23.0,0.0,False
3400,4,17.0,0,27,1,0,0,0,1,0,0.0,1,23.0,0.0,False
3401,0,,8,15,0,1,1,1,0,0,1.0,0,,1.0,True
3402,3,18.0,7,28,0,0,1,1,1,0,0.0,0,,0.0,True
3403,3,18.0,7,28,0,0,1,1,1,0,0.0,0,,0.0,True
3404,0,,6,37,1,1,0,1,0,5,1.0,1,21.0,0.0,False
3405,1,19.0,7,20,0,0,0,0,0,0,1.0,0,,0.0,True
3406,0,,6,16,0,1,0,0,0,0,0.0,1,,1.0,False
3407,1,28.0,0,31,1,0,0,0,0,7,0.0,1,19.0,1.0,False
3408,1,28.0,0,31,1,0,0,0,0,7,0.0,1,19.0,0.0,False
3409,1,28.0,0,31,1,0,0,0,0,7,0.0,1,19.0,1.0,False
3410,1,38.0,0,39,0,1,0,0,0,0,0.0,0,,0.0,False
3411,1,38.0,0,39,0,1,0,0,0,0,0.0,0,,0.0,False
3412,3,16.0,6,31,0,0,0,0,1,0,0.0,1,,1.0,False
3413,0,,7,15,0,1,0,0,0,0,0.0,0,,1.0,True
3414,8,18.0,1,46,1,1,0,0,0,3,0.0,1,18.0,1.0,False
3415,1,18.0,7,18,0,1,0,0,0,0,0.0,1,,1.0,True
3416,1,18.0,7,18,0,1,0,0,0,0,0.0,1,,0.0,True
3417,1,20.0,7,21,0,0,0,0,0,0,0.0,0,,0.0,True
3418,0,,4,23,1,1,0,0,0,0,0.0,0,23.0,0.0,False
3419,0,,4,23,1,1,0,0,0,0,0.0,0,23.0,1.0,False
3420,4,21.0,5,34,1,0,0,0,1,7,0.0,1,18.0,0.0,False
3421,1,16.0,7,23,1,1,0,0,0,7,0.0,1,22.0,0.0,True
3422,1,16.0,7,23,1,1,0,0,0,7,0.0,1,22.0,0.0,True
3423,1,20.0,10,24,0,1,0,1,1,0,1.0,1,,0.0,True
3424,0,,0,34,0,0,0,0,1,0,1.0,1,,0.0,False
3425,3,19.0,5,32,1,1,1,0,1,6,0.0,1,23.0,1.0,False
3426,3,19.0,5,32,1,1,1,0,1,6,0.0,1,23.0,0.0,False
3427,3,19.0,5,32,1,1,1,0,1,6,0.0,1,23.0,1.0,False
3428,2,18.0,7,26,1,1,0,0,1,10,0.0,1,25.0,1.0,True
3429,2,21.0,12,26,1,1,1,0,1,10,1.0,0,23.0,1.0,True
3430,0,,7,19,0,0,0,0,0,0,0.0,1,,0.0,True
3431,0,,7,19,0,0,0,0,0,0,0.0,1,,1.0,True
3432,2,19.0,12,21,1,1,1,1,1,10,0.0,0,19.0,1.0,True
3433,1,20.0,0,22,0,0,0,0,0,0,1.0,0,,1.0,False
3434,1,24.0,7,29,0,1,0,0,1,0,0.0,1,,1.0,True
3435,3,16.0,0,28,0,1,0,0,1,0,1.0,0,,1.0,False
3436,0,,7,15,0,0,0,0,0,0,0.0,0,,0.0,True
3437,4,19.0,6,34,1,1,1,1,0,7,0.0,1,19.0,0.0,False
3438,4,19.0,6,34,1,1,1,1,0,7,0.0,1,19.0,0.0,False
3439,4,19.0,6,34,1,1,1,1,0,7,0.0,1,19.0,1.0,False
3440,2,22.0,10,29,0,1,1,0,1,0,0.0,0,,1.0,True
3441,0,,10,19,0,1,1,1,1,0,0.0,0,,0.0,True
3442,0,,10,19,0,1,1,1,1,0,0.0,0,,0.0,True
3443,0,,7,18,0,1,0,0,1,0,1.0,0,,0.0,True
3444,3,24.0,12,35,1,1,1,1,1,10,1.0,1,29.0,0.0,True
3445,5,26.0,0,47,1,0,0,0,0,0,0.0,0,36.0,0.0,False
3446,2,16.0,7,21,0,0,0,0,1,0,0.0,0,,0.0,True
3447,4,20.0,4,27,1,1,0,0,0,7,0.0,1,20.0,1.0,False
3448,1,17.0,0,18,0,0,0,0,0,0,0.0,1,,1.0,False
3449,1,17.0,0,18,0,0,0,0,0,0,0.0,1,,1.0,False
3450,1,20.0,7,21,1,0,0,0,1,10,1.0,1,18.0,0.0,True
3451,1,19.0,4,27,0,1,0,0,0,0,0.0,0,,0.0,False
3452,1,19.0,4,27,0,1,0,0,0,0,0.0,0,,0.0,False
3453,1,19.0,4,27,0,1,0,0,0,0,0.0,0,,0.0,False
3454,2,19.0,10,29,0,0,1,0,1,0,1.0,0,,0.0,True
3455,2,19.0,7,22,1,1,0,0,0,7,0.0,0,18.0,1.0,True
3456,2,19.0,7,22,1,1,0,0,0,7,0.0,0,18.0,0.0,True
3457,2,19.0,7,22,1,1,0,0,0,7,0.0,0,18.0,0.0,True
3458,1,19.0,7,20,0,1,0,0,0,0,1.0,1,,1.0,True
3459,1,15.0,7,31,0,1,0,0,1,0,0.0,0,,1.0,True
3460,1,20.0,10,27,0,1,0,0,1,0,0.0,0,,1.0,True
3461,2,21.0,7,27,1,0,0,0,1,7,0.0,1,22.0,1.0,True
3462,1,20.0,10,23,1,1,0,1,1,12,1.0,1,22.0,0.0,True
3463,5,17.0,0,30,1,1,0,0,1,6,0.0,0,16.0,1.0,False
3464,0,,6,16,0,1,0,0,0,0,0.0,0,,1.0,False
3465,0,,6,16,0,1,0,0,0,0,0.0,0,,0.0,False
3466,10,22.0,0,48,1,1,0,0,1,0,0.0,1,21.0,1.0,False
3467,10,22.0,0,48,1,1,0,0,1,0,0.0,1,21.0,0.0,False
3468,2,19.0,7,25,0,0,0,0,1,0,0.0,1,,0.0,True
3469,2,19.0,7,25,0,0,0,0,1,0,0.0,1,,0.0,True
3470,3,20.0,0,25,1,0,0,0,0,0,0.0,1,17.0,0.0,False
3471,3,20.0,0,25,1,0,0,0,0,0,0.0,1,17.0,0.0,False
3472,0,,8,20,0,0,0,0,0,0,0.0,1,,0.0,True
3473,0,,8,20,0,0,0,0,0,0,0.0,1,,1.0,True
3474,0,,8,20,0,0,0,0,0,0,0.0,1,,1.0,True
3475,2,16.0,7,18,1,1,0,0,0,0,0.0,0,17.0,1.0,True
3476,0,,16,32,1,1,1,1,1,16,1.0,1,25.0,1.0,True
3477,1,18.0,7,22,0,1,0,0,1,0,0.0,0,,1.0,True
3478,4,20.0,7,27,1,0,0,0,1,4,1.0,1,17.0,0.0,True
3479,4,20.0,7,27,1,0,0,0,1,4,1.0,1,17.0,0.0,True
3480,4,20.0,7,27,1,0,0,0,1,4,1.0,1,17.0,1.0,True
3481,1,21.0,7,21,0,0,0,0,0,0,0.0,0,,1.0,True
3482,6,18.0,14,40,1,1,0,1,1,7,1.0,0,17.0,1.0,True
3483,1,19.0,10,25,0,1,0,0,1,0,1.0,0,,1.0,True
3484,1,21.0,6,25,1,0,0,0,0,0,0.0,1,19.0,0.0,False
3485,0,,10,19,0,0,0,0,1,0,0.0,0,,1.0,True
3486,2,15.0,4,25,1,1,0,0,1,12,0.0,1,19.0,0.0,False
3487,0,,10,18,0,1,0,0,0,0,0.0,1,,0.0,True
3488,8,15.0,1,48,0,1,0,0,0,0,1.0,1,,1.0,False
3489,2,26.0,7,31,0,0,0,0,1,0,0.0,1,,1.0,True
3490,2,16.0,10,23,1,0,0,0,1,10,1.0,0,18.0,0.0,True
3491,0,,8,19,0,1,1,1,1,0,1.0,0,,1.0,True
3492,1,17.0,0,29,0,1,0,0,1,0,1.0,1,,0.0,False
3493,1,15.0,6,15,0,1,0,0,1,0,1.0,0,,0.0,False
3494,1,22.0,10,25,1,0,0,0,1,12,1.0,1,21.0,1.0,True
3495,8,21.0,0,48,1,1,0,0,0,0,0.0,1,32.0,1.0,False
3496,8,21.0,0,48,1,1,0,0,0,0,0.0,1,32.0,0.0,False
3497,2,19.0,0,29,0,0,0,0,1,0,0.0,1,,1.0,False
3498,2,19.0,0,29,0,0,0,0,1,0,0.0,1,,0.0,False
3499,0,,9,16,0,1,0,1,0,0,0.0,0,,1.0,True
3500,0,,10,17,0,1,0,0,0,0,1.0,1,,0.0,True
3501,0,,10,17,0,1,0,0,0,0,1.0,1,,1.0,True
3502,6,17.0,3,32,1,1,1,0,1,7,0.0,1,18.0,0.0,False
3503,3,20.0,7,38,0,1,0,0,1,0,1.0,1,,1.0,True
3504,7,18.0,3,41,1,1,0,0,1,5,0.0,1,19.0,1.0,False
3505,7,18.0,3,41,1,1,0,0,1,5,0.0,1,19.0,0.0,False
3506,5,19.0,0,36,1,0,0,0,1,0,0.0,0,17.0,0.0,False
3507,1,18.0,0,25,1,0,0,0,0,6,0.0,1,17.0,1.0,False
3508,1,18.0,0,25,1,0,0,0,0,6,0.0,1,17.0,1.0,False
3509,1,18.0,0,25,1,0,0,0,0,6,0.0,1,17.0,0.0,False
3510,8,20.0,1,43,1,0,0,0,0,0,0.0,1,30.0,1.0,False
3511,5,20.0,4,46,0,0,0,0,0,0,1.0,0,,1.0,False
3512,5,20.0,4,46,0,0,0,0,0,0,1.0,0,,1.0,False
3513,0,,0,18,0,0,0,0,0,0,1.0,1,,0.0,False
3514,0,,7,18,0,1,0,0,0,0,0.0,0,,0.0,True
3515,0,,11,18,0,1,0,0,1,0,1.0,1,,1.0,True
3516,3,16.0,7,32,0,1,0,0,1,0,0.0,1,,1.0,True
3517,1,20.0,7,27,0,1,0,0,1,0,0.0,0,,0.0,True
3518,1,20.0,7,27,0,1,0,0,1,0,0.0,0,,0.0,True
3519,0,,12,28,1,1,0,0,0,10,1.0,0,27.0,1.0,True
3520,1,17.0,3,20,0,0,0,0,0,0,0.0,1,,1.0,False
